product_id;ean;qty;date;price;tax;category;name;short_description;description
255;04161;98;2012-09-22 17:16:57;2294.000000;;B KIDS;"Многофункц. устройство Хранитель сна (Dream Station) (от 0 мес.)""";Уникальное 5-ти фазовое устройство с вращающимися лепестками и сменяющимися цветными проекциями на них, помогает засыпать малышу, охраняет его сон и способствует мягкому пробуждению. В зависимости от фазы сна, воспроизводится соответствующий набор сочетания звуков и мелодий, которые либо убаюкивают, либо пробуждают малыша. Возможность переключения режимов на 4, 6, 8 часов, или свободный. Установка возможна на стол или кроватку. Материал - пластик.;<p>Уникальное 5-ти фазовое устройство с вращающимися лепестками и сменяющимися цветными проекциями на них, помогает засыпать малышу, охраняет его сон и способствует мягкому пробуждению. В зависимости от фазы сна, воспроизводится соответствующий набор сочетания звуков и мелодий, которые либо убаюкивают, либо пробуждают малыша. Возможность переключения режимов на 4, 6, 8 часов, или свободный. Установка возможна на стол или кроватку. Материал - пластик.<br /><br /></p>
256;04170;100;2012-09-22 17:22:11;904.000000;;B KIDS;"Пианино Крокодил (от 12 мес)""";Многофункциональная музыкальная игрушка. На спине крокодила разноцветные светящиеся клавиши пианино, озвученные разными нотами, голова и хвост снимаются и могут выступать самоcтоятельными музыкальными инструментами. В комплекте так же трещётка и палочка для игры на клавишах. Материал - пластик.;<p>Многофункциональная музыкальная игрушка. На спине крокодила разноцветные светящиеся клавиши пианино, озвученные разными нотами, голова и хвост снимаются и могут выступать самоcтоятельными музыкальными инструментами. В комплекте так же трещётка и палочка для игры на клавишах. Материал - пластик. </p>  <p> </p>
257;73619;100;2012-09-22 17:38:49;0.000000;;B KIDS;Набор сортирующих формочек (от 12 мес);;
258;73672;99;2012-09-22 17:45:13;0.000000;;B KIDS;Активный центр «Куб» (от 6 мес.);;
259;73675;100;2012-09-22 17:47:12;472.000000;;B KIDS;"Развивающая игрушка на присоске Забавный цветок (от 6 мес)""";Занимательный цветок имеет четыре интерактивных лепестка, серединку и листики. Помогает развить моторику рук и тактильные ощущения. Материал-пластик.;<p>Занимательный цветок имеет четыре интерактивных лепестка, серединку и листики. Помогает развить моторику рук и тактильные ощущения. Материал-пластик.</p>
260;78648;99;2012-09-22 17:49:14;1012.000000;;B KIDS;"Игра для ванной Весёлые горки (от 12 мес)""";Нужно налить воду, нажать на рычаг и бегемотик с пингвином весело покатятся в ванную! В своих лодочках они будут плавать в ванной вместе с вашим малышом. Под струей воды закрутится и водяная мельница. Игрушка на присоске. Материал-пластик.;<p>Нужно налить воду, нажать на рычаг и бегемотик с пингвином весело покатятся в ванную! В своих лодочках они будут плавать в ванной вместе с вашим малышом. Под струей воды закрутится и водяная мельница. Игрушка на присоске. Материал-пластик.</p>
261;3028;99;2012-09-24 21:10:18;580.000000;;Play WOW;"Огромная пирамида Кольца (от 12 мес.)""";Надувные кольца разного диаметра складываются в пирамиду. Игрушка высотой 53 см. Идеально подходит для игры как на улице, так и в комнате. Помогает усилить координацию мелкой моторики и развивает координацию движений. Приятная на ощупь, мягкий ПВХ с гладкими краями. Моющаяся поверхность.;<p>Надувные кольца разного диаметра складываются в пирамиду. Игрушка высотой 53 см. Идеально подходит для игры как на улице, так и в комнате. Помогает усилить координацию мелкой моторики и развивает координацию движений. Приятная на ощупь, мягкий ПВХ с гладкими краями. Моющаяся поверхность.</p>
262;3040;99;2012-09-24 21:58:53;1849.000000;;Play WOW;Длинный туннель (с насосом) (от 12 мес.);Надувной туннель, длиной 2 метра, с окошками и арками, в котором можно ползать в дружной компании малышей. Приятная на ощупь, мягкий ПВХ с гладкими краями. Моющаяся поверхность.;<p>Надувной туннель, длиной 2 метра, с окошками и арками, в котором можно ползать в дружной компании малышей. Приятная на ощупь, мягкий ПВХ с гладкими краями. Моющаяся поверхность.</p>
263;3041;0;2012-09-24 22:03:18;377.000000;;Play WOW;"Забавное кресло Друзья (от 12 мес.)""";Собственное надувное кресло малыша. Приятный на ощупь, мягкий ПВХ с гладкими краями.;<p>Собственное надувное кресло малыша. Приятный на ощупь, мягкий ПВХ с гладкими краями. Моющаяся поверхность.</p>
264;3052;100;2012-09-24 22:12:55;553.000000;;Play WOW;Развивающий активный шар (от 6 мес.);Мягконабивная игрушка в виде мяча, с развивающими элементами, в сочетании разных видов цветов и структуры тканей, с петельками. Материал полиэстер.;<p>Мягконабивная игрушка в виде мяча, с развивающими элементами, в сочетании разных видов цветов и структуры тканей, с петельками. Материал полиэстер.</p>
265;3126;100;2012-09-24 23:20:58;877.000000;;Play WOW;"Игрушка Гоночный автомобиль (от 12 мес.)""";Надувной автомобиль с рулём, на котором может сидеть верхом ребёнок. При нажатии на руль, издаётся звуковой сигнал. Позволяет ребенку сидеть и воображать управление  машиной. Приятная на ощупь, мягкий ПВХ с гладкими краями. Моющаяся поверхность. Материал ПВХ.;<p>Надувной автомобиль с рулём, на котором может сидеть верхом ребёнок. При нажатии на руль, издаётся звуковой сигнал. Позволяет ребенку сидеть и воображать управление  машиной. Приятная на ощупь, мягкий ПВХ с гладкими краями. Моющаяся поверхность. Материал ПВХ.</p>  <p> </p>
266;3130;100;2012-09-24 23:23:27;1106.000000;;Play WOW;Шары для сухого бассейна 100шт. (от 36 мес.);Дополнительные шары для сухого бассейна, в кол-ве 100 шт.;Дополнительные шары для сухого бассейна, в кол-ве 100 шт.<br />Материал - пластик.
267;3134;100;2012-09-24 23:25:41;269.000000;;Play WOW;Игрушка на стульчик (от 3 мес.);Развивающая надувная игрушка на присоске, с шариком-погремушкой в нижней части. Верхняя часть вращается, при нажатии издаёт звук. Приятная на ощупь, мягкий ПВХ с гладкими краями. Моющаяся поверхность.;<p>Развивающая надувная игрушка на присоске, с шариком-погремушкой в нижней части. Верхняя часть вращается, при нажатии издаёт звук. Приятная на ощупь, мягкий ПВХ с гладкими краями. Моющаяся поверхность. </p>
268;3137;100;2012-09-24 23:27:33;350.000000;;Play WOW;Развивающий ролик (от 6 мес.);Надувная игрушка, прозрачная для того, чтобы наблюдать как подвеска в виде львёнка внутри, гоняет звенящий шарик. При ползании, игрушка развивает моторику, мышцы спины, и учит держать равновесие.Приятная на ощупь, мягкий ПВХ с гладкими краями.;<p>Надувная игрушка, прозрачная для того, чтобы наблюдать как подвеска в виде львёнка внутри, гоняет звенящий шарик. При ползании, игрушка развивает моторику, мышцы спины, и учит держать равновесие.Приятная на ощупь, мягкий ПВХ с гладкими краями.</p>
269;3138;100;2012-09-24 23:29:16;539.000000;;Play WOW;Активнай барабан с шарами  (от 18 мес.);Надувная игрушка, разделённая рёбрами жесткости с различными картинками, которые при вращении создают эффект анимации. При ползании, игрушка развивает моторику, мышцы спины, и учит держать равновесие. Можно переворачивать и использовать как стул. Приятная на ощупь, мягкий ПВХ с гладкими краями.;<p>Надувная игрушка, разделённая рёбрами жесткости с различными картинками, которые при вращении создают эффект анимации. При ползании, игрушка развивает моторику, мышцы спины, и учит держать равновесие. Можно переворачивать и использовать как стул. Приятная на ощупь, мягкий ПВХ с гладкими краями. </p>
270;3140;100;2012-09-24 23:31:04;701.000000;;Play WOW;Активная корзина с шарами  (от 18 мес.);Надувная корзина, при попадании шарика внутрь, издаётся музыка. В комплекте в 3 шарика. Можно придумывать различные игры. Приятная на ощупь, мягкий ПВХ с гладкими краями.;<p>Надувная корзина, при попадании шарика внутрь, издаётся музыка. В комплекте в 3 шарика. Можно придумывать различные игры. Приятная на ощупь, мягкий ПВХ с гладкими краями. </p>
271;3149;100;2012-09-24 23:33:14;634.000000;;Play WOW;Набор для боулинга (от 18 мес);Надувные кегли для игры в боулинг, с насыпанными шариками внутри для баланса, в комплекте с ковриком и мячом. Приятная на ощупь, мягкий ПВХ с гладкими краями.;<p>Надувные кегли для игры в боулинг, с насыпанными шариками внутри для баланса, в комплекте с ковриком и мячом. Приятная на ощупь, мягкий ПВХ с гладкими краями. </p>
272;3152;100;2012-09-24 23:35:04;1160.000000;;Play WOW;Активный игровой столик (от 18 мес.);Надувной игровой столик, для различных активных игр, как с мячами, так и с кольцами. С сортером геометрических фигур по середине, кубики в комплекте. При нажатии на соответствующую кнопку издаётся музыка. Приятная на ощупь, мягкий ПВХ с гладкими краями.;<p>Надувной игровой столик, для различных активных игр, как с мячами, так и с кольцами. С сортером геометрических фигур по середине, кубики в комплекте. При нажатии на соответствующую кнопку издаётся музыка. Приятная на ощупь, мягкий ПВХ с гладкими краями.   </p>
273;3154;100;2012-09-24 23:36:21;1295.000000;;Play WOW;Столик принцессы с акссесуарами (от 36 мес.);Надувной игровой столик юной модницы, с набором расчёсок, зеркалом и стульчиком. Приятная на ощупь, мягкий ПВХ с гладкими краями.;<p>Надувной игровой столик юной модницы, с набором расчёсок, зеркалом и стульчиком. Приятная на ощупь, мягкий ПВХ с гладкими краями. </p>
274;3160;100;2012-09-24 23:37:52;2024.000000;;Play WOW;Большой замок принцессы (с насосом) (от 36 мес.);Надувной замок 120x120см. В комплекте аксессуары – корона, юбочка и волшебная палочка. Приятная на ощупь, мягкий ПВХ с гладкими краями.;<p>Надувной замок 120x120см. В комплекте аксессуары – корона, юбочка и волшебная палочка. Приятная на ощупь, мягкий ПВХ с гладкими краями.</p>  <p> </p>
275;00001GD;100;2012-09-25 00:00:11;188.000000;;BibaToys;"Развивающая игрушка Банан (от 3 мес.)""";Имитация настоящего банана, его можно очистить (разноцветные шуршащие листья крепятся липучками) и жевать (прорезыватель на конце)При нажатии пищит. Игрушка может подвешиваться на кроватку, коляску. Материал - полиэстер.;<p>Имитация настоящего банана, его можно очистить (разноцветные шуршащие листья крепятся липучками) и жевать (прорезыватель на конце)При нажатии пищит. Игрушка может подвешиваться на кроватку, коляску. Материал - полиэстер.</p>  <p> </p>
276;00002GD;99;2012-09-25 00:03:45;148.000000;;BibaToys;"Развивающая игрушка Цветок с зеркалом (от 3 мес.)""";Игрушка в виде цветка, с развивающими элементами и зеркальцем и прикрепляющейся бабочкой. Цветок удобно держать рукой за стебель маленькой ручкой малыша. Материал - полиэстер.;<p>Игрушка в виде цветка, с развивающими элементами и зеркальцем и прикрепляющейся бабочкой. Цветок удобно держать рукой за стебель маленькой ручкой малыша. Материал - полиэстер.</p>
277;00008JF;100;2012-09-25 00:07:03;404.000000;;BibaToys;"Игрушка музыкальная на коляску Забавный бегемот (от 6 мес.)""";;
278;00024GD;100;2012-09-25 00:16:09;269.000000;;BibaToys;"Активная развиающая игрушка ""Бабочка"", ""Дракончик"" (от 3 мес)";;
279;00035BP;100;2012-09-25 00:20:02;1687.000000;;BibaToys;"Развиающий коврик с дугами Африка (от 0 мес.)""";Яркие цвета и дружелюбные обитатели джунглей дают множество возможностей для обучения и новых открытий.;<p>Яркие цвета и дружелюбные обитатели джунглей дают множество возможностей для обучения и новых открытий.<br />Материал – полиэстер, хлопок.</p>
280;00043GD;100;2012-09-25 00:49:35;323.000000;;BibaToys;"Развивающая игрушка Саламандра (голубая и розовая) (от 0 мес.)""";Забавная ящерка с развивающими элементами может стать другом вашего малыша. Розовая для девочек и голубая для мальчиков.;<p>Забавная ящерка с развивающими элементами может стать другом вашего малыша. Розовая для девочек и голубая для мальчиков. Во время игры у ребенка развивается цветовое восприятие и создается хороший эмоциональный фон.</p>
281;00052QB;100;2012-09-25 00:55:17;485.000000;;BibaToys;Книга мягкая музыкальная с прорезываетелем (от 3 мес.);Книжка имитирует звуки животных, при нажатии кнопок. Создана специально для развития у детей визуальных и звуковых ощущений.;<p>Книжка имитирует звуки животных, при нажатии кнопок. Создана специально для развития у детей визуальных и звуковых ощущений. Забавные  животные не дадут малышу скучать.</p>
282;00055BB;100;2012-09-25 00:59:08;256.000000;;BibaToys;Мягкие книжки с машинкой (пожарная, полиция, скорая)(от 3 мес.);По краю книжки перемещается мягконабивная машинка. Яркие цвета и дружелюбные герои этой книги дают множество возможностей для обучения и новых открытий.;<p>По краю книжки перемещается мягконабивная машинка. Яркие цвета и дружелюбные герои этой книги дают множество возможностей для обучения и новых открытий.</p>
283;00057GD;99;2012-09-25 01:05:02;323.000000;;BibaToys;"Развивающая активная игрушка Павлин(от 3 мес.)""";Ушки павлина порадуют малыша шуршащим звуком при прикосновении к ним. На хвостике павлина состоящего из 7 перьев находятся 2 пищалки и одно зеркальце.;<p>Ушки павлина порадуют малыша шуршащим звуком при прикосновении к ним. На хвостике павлина состоящего из 7 перьев находятся 2 пищалки и одно зеркальце. Каждое перышко выполнено из ткани разной фактуры что позволяет малышу развивать тактильные чувства. Так же в игрушке присутствует грызунок.</p>
284;00061JF;100;2012-09-25 01:09:40;472.000000;;BibaToys;"Игрушка многофункциональная на кроватку Король обезьян(от 3 мес.)""";Эта забавная обезьянка со спиральных хвостом, может крепиться на кроватку и коляску, при вытягивании головы сокращается и вибрирует, при это раздаётся задорный детский смех.;<p>Эта забавная обезьянка со спиральных хвостом, может крепиться на кроватку и коляску, при вытягивании головы сокращается и вибрирует, при это раздаётся задорный детский смех.</p>
285;00023JF;100;2012-09-25 01:26:08;2092.000000;;BibaToys;"Развиающий коврик с дугами Джунгли на цветке (от 0 мес.)""";Яркие цвета и дружелюбные обитатели джунглей дают множество возможностей для обучения и новых открытий. Мягкие подушки по краям не дадут малышу выкатиться.;<p>Яркие цвета и дружелюбные обитатели джунглей дают множество возможностей для обучения и новых открытий. Мягкие подушки по краям не дадут малышу выкатиться.<br />Материал – полиэстер, хлопок.</p>
286;00520LT;0;2012-09-25 01:52:30;201.000000;;BibaToys;"Игрушка мягкая Мобильный телефон(от 3 мес.)""";Мягкий, вибрирующий, с насыщенными и яркими цветами - первый мобильный телефон малыша.;<p>Мягкий, вибрирующий, с насыщенными и яркими цветами - первый мобильный телефон малыша.</p>
287;00661BP;100;2012-09-25 03:18:21;2159.000000;;BibaToys;"Активный коврик Рыба Радуга(от 0 мес.)""";Коврик в виде рыбы с мягкими подушками-плавниками, с развивающими элементами и игрушками.  Яркие цвета и дружелюбные морские обитатели помогут сделать множество открытий малышу.;Коврик в виде рыбы с мягкими подушками-плавниками, с развивающими элементами и игрушками.<br />Яркие цвета и дружелюбные морские обитатели помогут сделать множество открытий малышу.<br />Материал – полиэстер, хлопок.
289;03395;0;2013-07-09 12:09:47;418.000000;;B KIDS;"Каталка ""Улитка-сортер"" (от 12 мес.)";Забавная каталка улитка. Геометрические фигурки можно вставлять в барабан и крутить его, при этом фигурки перемешиваются и выпадают. Развивает мелкую моторику.;<p>Забавная каталка улитка. Геометрические фигурки можно вставлять в барабан и крутить его, при этом фигурки перемешиваются и выпадают. Развивает мелкую моторику.</p>
290;03401;0;2013-07-09 12:21:10;633.000000;;B KIDS;"Игрушка ""Забавный паровозик"" (от 18 мес.)";Забавная игрушка в виде большого паровоза, издаёт соответствующие звуки,  при нажатии на элементы паровоза срабатывают различные функции. Материал - пластик.;<p>Забавная игрушка в виде большого паровоза, издаёт соответствующие звуки,  при нажатии на элементы паровоза срабатывают различные функции. Материал - пластик.</p>
291;03552;0;2013-07-10 10:41:09;229.000000;;B KIDS;"Игрушка брызгалка в ванну ""Дельфин""";Прозрачная игрушка заполняется водой;<p>Прозрачная игрушка заполняется водой</p>
292;03787;0;2013-07-10 10:44:07;283.000000;;B KIDS;"Игрушка развивающая из пластмассы и текстиля ""Платок Биби"" (от 6 мес.)";Игрушка удобно крепится на запястье, приятна на ощупь, имеет хорошую цветовую гамму. Способствует развитию визуального и тактильного восприятия малыша. Материал-текстиль;<p>Игрушка удобно крепится на запястье, приятна на ощупь, имеет хорошую цветовую гамму. Способствует развитию визуального и тактильного восприятия малыша. Материал-текстиль</p>
293;03793;0;2013-07-10 10:47:23;647.000000;;B KIDS;"Развивающая игрушка ""Обезьянка Биби"" (от 6 мес.)";Яркая и нежная на ощупь игрушка, имеет зеркальце, погремушку, крепёж на кроватку и коляску. При потряхивании пищит. Способствует развитию визуального, слухового и тактильного восприятия. Забавная обезьянка Биби непременно станет другом малыша.  Материал- мягкий текстиль;"<p>Яркая и нежная на ощупь игрушка, имеет зеркальце, погремушку, крепёж на кроватку и коляску. При потряхивании пищит. Способствует развитию визуального, слухового и тактильного восприятия. Забавная обезьянка Биби непременно станет другом малыша. <span style=""line-height: 1.3em;"">Материал- мягкий текстиль</span></p>"
294;03970;0;2013-07-10 10:50:50;1133.000000;;B KIDS;"Мягкая интерактивная игрушка ""Спящий медвежонок"" (от 0 мес)";Мягкий, нежный медвежонок с закрытыми глазками. В его карман сзади вставляется прибор, с  переключаемыми режимами звукового сопровождения, (день или ночь). Прибор в виде совы может выступать самостоятельной игрушкой с развивающими элементами. При нажатии на животик медвежонка, активируется соответствующее музыкальное сопровождение, животик светится. Медвежонок будет оберегать сон вашего малыша. Материал - мягкий текстиль;<p>Мягкий, нежный медвежонок с закрытыми глазками. В его карман сзади вставляется прибор, с  переключаемыми режимами звукового сопровождения, (день или ночь). Прибор в виде совы может выступать самостоятельной игрушкой с развивающими элементами. При нажатии на животик медвежонка, активируется соответствующее музыкальное сопровождение, животик светится. Медвежонок будет оберегать сон вашего малыша. Материал - мягкий текстиль</p>
295;04181;0;2013-07-10 12:01:42;1214.000000;;B KIDS;Активная развивающая Ферма (от 12 мес.);Яркий домик-сортер с жителями фермы обязательно понравится малышу. На крыше окошки для геометрических фигур с изображением животных. Фигурки можно хранить внутри домика, а вытаскивать, открыв ворота. Также имеются развивающие и музыкальные элементы, при нажатии на соответствующую фигурку активируются различные животные, например, когда восходит солнышко, кукарекает петушок. Материал-пластик.;"<p>Яркий домик-сортер с жителями фермы обязательно понравится малышу. На крыше окошки для геометрических фигур <span style=""line-height: 1.3em;"">с изображением животных. Фигурки можно хранить внутри домика, а вытаскивать, открыв ворота. Также имеются развивающие и музыкальные элементы, при нажатии на соответствующую фигурку активируются различные животные, например, когда восходит солнышко, кукарекает петушок. Материал-пластик.</span></p>"
296;04276;0;2013-07-10 12:04:26;350.000000;;B KIDS;"Игрушка в ванну ""Забавное зеркальце""(от 6 мес)";Игрушка из мягкого лёгкого пластика, крепится на кафель в ванной. В комплекте безопасное зеркальце, на которое можно крепить различные элементы животных, позволяет создать свой неповторимый персонаж. Так увлекательно смотреть как преображается тот или иной персонаж когда одеваешь ему солнечные очки или примеряешь шляпку;<p>Игрушка из мягкого лёгкого пластика, крепится на кафель в ванной. В комплекте безопасное зеркальце, на которое можно крепить различные элементы животных, позволяет создать свой неповторимый персонаж. Так увлекательно смотреть как преображается тот или иной персонаж когда одеваешь ему солнечные очки или примеряешь шляпку</p>  <p> </p>
297;04277;0;2013-07-10 12:43:12;350.000000;;B KIDS;"Игрушка в ванну ""Забавные мягкие пазлы""(от 12 мес)";Мягкие разноцветные пазлы-сортеры для в ванной, плавают на поверхности воды. В каждый пазл необходимо подобрать соответствующую зверюшку. Можно составить целый плавающий ковёр или куб. Подходит так же для игр в комнате.                      Материал - мягкий пластик.;<p>Мягкие разноцветные пазлы-сортеры для в ванной, плавают на поверхности воды. В каждый пазл необходимо подобрать соответствующую зверюшку. Можно составить целый плавающий ковёр или куб. Подходит так же для игр в комнате.                      Материал - мягкий пластик.</p>
298;04279;0;2013-07-10 12:46:24;606.000000;;B KIDS;Плавающая водная горка (от 12 мес);Водные горки плавают на поверхности воды. При повороте звёздочки, зверюшки на кругах скатываются по скользким горкам. Под действием воды процесс ещё быстрее и забавнее. Материал - пластик.;<p>Водные горки плавают на поверхности воды. При повороте звёздочки, зверюшки на кругах скатываются по скользким горкам. Под действием воды процесс ещё быстрее и забавнее. Материал - пластик.</p>
299;04348;0;2013-07-10 13:16:27;674.000000;;B KIDS;Сортирующий деревянный куб (от 24 мес);Сортирующий куб с разноцветными геометрическими фигурками. Необходимо вставить фигурку в соответствующую ячейку. Развивает моторику, логику. Материал - дерево, пластик.;<p>Сортирующий куб с разноцветными геометрическими фигурками. Необходимо вставить фигурку в соответствующую ячейку. Развивает моторику, логику. Материал - дерево, пластик.</p>
300;04350;0;2013-07-10 13:23:52;566.000000;;B KIDS;Сортирующий деревянный столик (от 12 мес);Столик с разноцветными пластиковыми фигурками. Необходимо вставить геометрическую фигурку в соответствующую ячейку. Малышам очень нравится забивать молоточком фигурки. Развивает моторику. Материал - дерево, пластик.;<p>Столик с разноцветными пластиковыми фигурками. Необходимо вставить геометрическую фигурку в соответствующую ячейку. Малышам очень нравится забивать молоточком фигурки. Развивает моторику. Материал - дерево, пластик.</p>
301;04351;-1;2013-07-10 16:05:47;877.000000;;B KIDS;"Игрушка ""Наклонная стойка с шарами"" (от 18 мес)";Деревянная игрушка с пластиковыми элементами. Необходимо вставить разноцветные шарики в лунки, молоточком протолкнуть шарик внутрь. Малыш наблюдает за тем как шарик скатывается по желобам и выкатывается на пол. Развивает моторику зрительные навыки. Материал - дерево, пластик.;<p>Деревянная игрушка с пластиковыми элементами. Необходимо вставить разноцветные шарики в лунки, молоточком протолкнуть шарик внутрь. Малыш наблюдает за тем как шарик скатывается по желобам и выкатывается на пол. Развивает моторику зрительные навыки. Материал - дерево, пластик.</p>
302;04356;-1;2013-07-10 16:17:28;944.000000;;B KIDS;Интерактивная танцующая собачка (от 6 мес);Игрушка интерактивная, срабатывает на звуки. Можно погреметь косточкой-погремушкой, собачка реагирует, отзывается и идёт за косточкой под забавную мелодию. Может активироваться нажатием  кнопки на спине. 2 режима. Материал - пластик.;<p>Игрушка интерактивная, срабатывает на звуки. Можно погреметь косточкой-погремушкой, собачка реагирует, отзывается и идёт за косточкой под забавную мелодию. Может активироваться нажатием  кнопки на спине. 2 режима. Материал - пластик.</p>
303;04357;0;2013-07-10 17:10:39;1214.000000;;B KIDS;"Игрушка обучающая ""Музыкальный паровозик - алфавит""(на русском) (от 12 мес.)";Музыкальный обучающий паровозик везёт вагончик с кубиками - буквами русского алфавита, и помогает малышу их узнавать. При нажатии на трубу паровоза, звучит музыка и наводящие вопросы на соответствие буквы и картинки. 2 режима: изучения букв по персонажам на картинках, или поиска соответствующего кубика по вопросу. Озвучен на русском языке. Материал - пластик.;<p>Музыкальный обучающий паровозик везёт вагончик с кубиками - буквами русского алфавита, и помогает малышу их узнавать. При нажатии на трубу паровоза, звучит музыка и наводящие вопросы на соответствие буквы и картинки. 2 режима: изучения букв по персонажам на картинках, или поиска соответствующего кубика по вопросу. Озвучен на русском языке. Материал - пластик.</p>
304;04360;0;2013-07-10 17:13:55;607.000000;;B KIDS;"Интерактивная обучающая игрушка ""Книга"" (на русском) (от 6 мес)";Игрушка музыкальная обучающая, при перелистывании страниц включается соответствующая обучающая песенка, на каждой странице новый сюжет и разное количество персонажей. Два режима - изучение цифр и цветов.  Развивает моторику зрительно-осязательное восприятие, слух. Озвучена на русском языке. Материал - пластик.;<p>Игрушка музыкальная обучающая, при перелистывании страниц включается соответствующая обучающая песенка, на каждой странице новый сюжет и разное количество персонажей. Два режима - изучение цифр и цветов.  Развивает моторику зрительно-осязательное восприятие, слух. Озвучена на русском языке. Материал - пластик.</p>
305;04361;-2;2013-07-10 17:17:36;674.000000;;B KIDS;"Игрушка ""Смартфон""АБВ"" (на русском)  (от 6 мес)";Игрушечный планшет, напоминающий дизайн известного планшетного компьютера и имитирующий некоторые функции. 3 режима - обучающий, музыкальный, игровой. При касании кнопок, активируются соответствующие функции - звуки или голоса животных, цифры, буквы, геометрические фигуры, ноты.  Помогает малышу приобрести полезные  навыки и обучиться посредством игры. Развивает моторику зрительно-осязательное восприятие, слух. Озвучен на русском языке. Материал - пластик.;<p>Игрушечный планшет, напоминающий дизайн известного планшетного компьютера и имитирующий некоторые функции. 3 режима - обучающий, музыкальный, игровой. При касании кнопок, активируются соответствующие функции - звуки или голоса животных, цифры, буквы, геометрические фигуры, ноты.  Помогает малышу приобрести полезные  навыки и обучиться посредством игры. Развивает моторику зрительно-осязательное восприятие, слух. Озвучен на русском языке. Материал - пластик.</p>
306;04368;-2;2013-07-11 16:44:22;809.000000;;B KIDS;Интерактивная гоночная машинка (от 6 мес);Музыкальная машинка с различными звуковыми и световыми эффектами, имитирующими функции автомобиля - поворот руля, звук клаксона, поворот ключа зажигания, переключение передач. Капот в виде музыкальной книжки. Материал - пластик.;<p>Музыкальная машинка с различными звуковыми и световыми эффектами, имитирующими функции автомобиля - поворот руля, звук клаксона, поворот ключа зажигания, переключение передач. Капот в виде музыкальной книжки. Материал - пластик.</p>
